kmdriven,year,sellingprice
0.08113906042468783,-1.4450743098747214,-0.7677460161789803
-0.3476891001580582,-1.4450743098747214,-0.6380963646266197
0.7243813012988068,-0.25879480150364464,0.16573147499801644
-0.4334547322746074,0.9274847068674321,-0.4393002322463333
1.603479030493436,0.2157170018447861,-0.09356782810670487
1.2604165020272393,-1.4450743098747214,-0.6294530545231289
-0.8837243008864907,0.6902288051932168,0.07929837396310933
-0.1332750198666852,0.2157170018447861,-0.4565868524533147
-0.8837243008864907,0.45297290351900144,0.597896980172552
0.2526703246577862,0.9274847068674321,-0.24050409986604696
-0.6693102205951177,0.45297290351900144,-0.4220136120393519
0.7243813012988068,0.2157170018447861,-0.4393002322463333
-0.8837243008864907,1.1647406085416476,1.9808265967310654
0.08113906042468783,-1.4450743098747214,-0.7677460161789803
-0.3476891001580582,-1.4450743098747214,-0.6380963646266197
0.7243813012988068,-0.25879480150364464,0.16573147499801644
-0.4334547322746074,0.9274847068674321,-0.4393002322463333
1.603479030493436,0.2157170018447861,-0.09356782810670487
1.2604165020272393,-1.4450743098747214,-0.6294530545231289
-0.8837243008864907,0.6902288051932168,0.07929837396310933
-0.1332750198666852,0.2157170018447861,-0.4565868524533147
-0.8837243008864907,0.45297290351900144,0.597896980172552
0.2526703246577862,0.9274847068674321,-0.24050409986604696
-0.6693102205951177,0.45297290351900144,-0.4220136120393519
0.7243813012988068,0.2157170018447861,-0.4393002322463333
-0.8837243008864907,1.1647406085416476,1.9808265967310654
-0.905165708915628,0.45297290351900144,0.1398015446875443
-1.3125524614692368,1.401996510215863,1.1942853773134108
-0.7121930366533923,-0.02153889982942928,-0.1972875493485934
-0.8194000767990788,0.2157170018447861,2.5253534045889596
-0.1547164278958225,-0.02153889982942928,1.5918776420739835
-1.3232731654838055,1.1647406085416476,0.8139797327598197
2.351784170710328,-0.49605070317786,1.1856420672099202
-1.1088590851924325,1.1647406085416476,0.7361899418284034
-1.0981383811778638,1.1647406085416476,0.03608182344565578
-0.3476891001580582,-0.02153889982942928,2.1277628684904077
-0.6950399102300825,-0.25879480150364464,1.5054445410390764
1.3762001053845807,-0.49605070317786,-0.09356782810670487
-0.3476891001580582,0.6902288051932168,0.6843300812074591
0.2955531407160608,0.45297290351900144,1.3757948894867158
-1.2053454213235502,1.401996510215863,1.54866109155653
1.1317680538524155,-0.7333066048520753,0.597896980172552
-0.1332750198666852,0.2157170018447861,-0.4738752013223168
0.20549922699368417,-0.02153889982942928,1.8079603946612512
0.2526703246577862,-0.9705625065262907,1.2893617884518087
-0.5621031804494312,-0.25879480150364464,0.20894802551546998
-0.3476891001580582,0.2157170018447861,0.9436293843121802
0.16690469254123702,0.2157170018447861,0.09658499417009075
-0.04750938775013598,0.2157170018447861,-0.3701537514184076
-0.1332750198666852,-0.25879480150364464,-0.39608368172887976
1.153209461881553,-0.9705625065262907,-0.1609856469139324
0.2741117326869235,-0.9705625065262907,-0.6121664343161475
-1.0981383811778638,1.401996510215863,-0.007134727071797772
0.2955531407160608,-1.682330211548937,-0.6985995353510546
-1.0230934530758833,0.9274847068674321,0.3818142275852842
-1.2010571397177228,1.1647406085416476,-0.17827226712091385
-0.7979586687699415,1.1647406085416476,0.42503077810273776
-0.8194000767990788,1.1647406085416476,-0.33558051100444475
-0.4334547322746074,0.6902288051932168,0.27809450634339566
0.08113906042468783,0.2157170018447861,-0.06763789779623275
-0.1332750198666852,-0.25879480150364464,-0.594879814109166
-0.6693102205951177,-4.05488922829109,-0.4393002322463333
0.5099672210074339,0.2157170018447861,0.29538112655037707
0.2955531407160608,-0.02153889982942928,-0.3528671312114262
0.2955531407160608,-1.9195861132231522,-0.7504593959719988
0.15189570692084092,0.2157170018447861,-0.4565868524533147
